icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,country,trajectory_id,is_spoofed,spoof_category
010163,MSR706,Egypt,1738108800.0,1738108800.0,26.179,35.1576,11887.2,False,244.42,123.32,0.0,,12587.2,,False,0,Greece,010163_5828fe9a,0,
010163,MSR706,Egypt,1738108927.0,1738108927.0,26.4633,35.0033,11879.58,False,244.13,123.66,0.0,,12579.58,,False,0,Sea,010163_5828fe9a,0,
010163,MSR706,Egypt,1738109046.0,1738109046.0,26.725,34.8597,11887.2,False,242.84,123.86,0.0,,12587.2,,False,0,Sea,010163_5828fe9a,0,
010163,MSR706,Egypt,1738109163.0,1738109163.0,26.9829,34.7173,11879.58,False,241.42,123.79,0.0,,12579.58,,False,0,Sea,010163_5828fe9a,0,
010163,MSR706,Egypt,1738109178.0,1738109178.0,27.0162,34.6989,11879.58,False,241.42,123.79,0.0,,12579.58,,False,0,Sea,010163_5828fe9a,0,
040131,ETH685,Ethiopia,1738195200.0,1738195200.0,93.0225,22.4262,10972.8,False,276.47,260.47,0.0,,11672.8,,False,0,India,040131_27ab51a4,0,
040131,ETH685,Ethiopia,1738195321.0,1738195321.0,92.6972,22.3764,10972.8,False,277.5,261.15,0.0,,11672.8,,False,0,India,040131_27ab51a4,0,
040131,ETH685,Ethiopia,1738195433.0,1738195433.0,92.4006,22.3357,10972.8,False,277.86,261.37,0.0,,11672.8,,False,0,Bangladesh,040131_27ab51a4,0,
040131,ETH685,Ethiopia,1738195550.0,1738195550.0,92.0899,22.2932,10972.8,False,276.97,261.88,0.0,,11672.8,,False,0,Bangladesh,040131_27ab51a4,0,
040131,ETH685,Ethiopia,1738195672.0,1738195672.0,91.7628,22.2668,10972.8,False,276.88,273.84,0.0,,11672.8,,False,0,Sea,040131_27ab51a4,0,
040131,ETH685,Ethiopia,1738195788.0,1738195788.0,91.4567,22.3006,10972.8,False,274.19,277.01,0.0,,11672.8,,False,0,Sea,040131_27ab51a4,0,
040131,ETH685,Ethiopia,1738195910.0,1738195910.0,91.1334,22.3398,10972.8,False,274.0,277.55,0.0,,11672.8,,False,0,Sea,040131_27ab51a4,0,
040131,ETH685,Ethiopia,1738196033.0,1738196033.0,90.8101,22.3793,10972.8,False,274.96,277.42,0.0,,11672.8,,False,0,Sea,040131_27ab51a4,0,
040131,ETH685,Ethiopia,1738196147.0,1738196147.0,90.5095,22.4154,10972.8,False,273.8,277.23,0.0,,11672.8,,False,0,Bangladesh,040131_27ab51a4,0,
040131,ETH685,Ethiopia,1738196273.0,1738196273.0,90.1776,22.4546,10972.8,False,275.85,277.18,0.0,,11672.8,,False,0,Bangladesh,040131_27ab51a4,0,
